timestamp,value,sensor_id
2024-06-01 00:00:00,2.9922,TURB-001
2024-06-01 00:00:30,2.1552,TURB-001
2024-06-01 00:01:00,2.3789,TURB-001
2024-06-01 00:01:30,2.3906,TURB-001
2024-06-01 00:02:00,8.6201,TURB-001
2024-06-01 00:02:30,2.5178,TURB-001
2024-06-01 00:03:00,2.872,TURB-001
2024-06-01 00:03:30,1.3686,TURB-001
2024-06-01 00:04:00,2.4675,TURB-001
2024-06-01 00:04:30,2.4944,TURB-001
2024-06-01 00:05:00,2.2045,TURB-001
2024-06-01 00:05:30,1.3922,TURB-001
2024-06-01 00:06:00,2.2725,TURB-001
2024-06-01 00:06:30,2.0119,TURB-001
2024-06-01 00:07:00,2.9665,TURB-001
2024-06-01 00:07:30,2.4446,TURB-001
2024-06-01 00:08:00,1.9754,TURB-001
2024-06-01 00:08:30,1.4718,TURB-001
2024-06-01 00:09:00,2.5283,TURB-001
2024-06-01 00:09:30,2.5697,TURB-001
2024-06-01 00:10:00,2.2041,TURB-001
2024-06-01 00:10:30,2.5311,TURB-001
2024-06-01 00:11:00,2.1495,TURB-001
2024-06-01 00:11:30,2.7149,TURB-001
2024-06-01 00:12:00,2.6843,TURB-001
2024-06-01 00:12:30,1.6308,TURB-001
2024-06-01 00:13:00,1.7275,TURB-001
2024-06-01 00:13:30,3.0973,TURB-001
2024-06-01 00:14:00,2.6569,TURB-001
2024-06-01 00:14:30,1.7783,TURB-001
2024-06-01 00:15:00,1.6543,TURB-001
2024-06-01 00:15:30,2.3648,TURB-001
2024-06-01 00:16:00,1.824,TURB-001
2024-06-01 00:16:30,2.1535,TURB-001
2024-06-01 00:17:00,2.2605,TURB-001
2024-06-01 00:17:30,2.2425,TURB-001
2024-06-01 00:18:00,2.7285,TURB-001
2024-06-01 00:18:30,3.0111,TURB-001
2024-06-01 00:19:00,2.0849,TURB-001
2024-06-01 00:19:30,1.8234,TURB-001
2024-06-01 00:20:00,2.4305,TURB-001
2024-06-01 00:20:30,2.9268,TURB-001
2024-06-01 00:21:00,2.1122,TURB-001
2024-06-01 00:21:30,2.6129,TURB-001
2024-06-01 00:22:00,1.9372,TURB-001
2024-06-01 00:22:30,2.2798,TURB-001
2024-06-01 00:23:00,1.8058,TURB-001
2024-06-01 00:23:30,2.2742,TURB-001
2024-06-01 00:24:00,,TURB-001
2024-06-01 00:24:30,2.5117,TURB-001
2024-06-01 00:25:00,2.979,TURB-001
2024-06-01 00:25:30,2.1115,TURB-001
2024-06-01 00:26:00,1.4665,TURB-001
2024-06-01 00:26:30,2.1848,TURB-001
2024-06-01 00:27:00,2.3847,TURB-001
2024-06-01 00:27:30,2.345,TURB-001
2024-06-01 00:28:00,2.2006,TURB-001
2024-06-01 00:28:30,2.858,TURB-001
2024-06-01 00:29:00,2.3167,TURB-001
2024-06-01 00:29:30,2.2196,TURB-001
2024-06-01 00:30:00,1.9498,TURB-001
2024-06-01 00:30:30,1.5615,TURB-001
2024-06-01 00:31:00,2.3913,TURB-001
2024-06-01 00:31:30,2.3571,TURB-001
2024-06-01 00:32:00,1.8345,TURB-001
2024-06-01 00:32:30,2.2399,TURB-001
2024-06-01 00:33:00,2.1994,TURB-001
2024-06-01 00:33:30,2.0065,TURB-001
2024-06-01 00:34:00,1.9383,TURB-001
2024-06-01 00:34:30,2.4171,TURB-001
2024-06-01 00:35:00,2.1641,TURB-001
2024-06-01 00:35:30,2.0174,TURB-001
2024-06-01 00:36:00,1.9085,TURB-001
2024-06-01 00:36:30,2.2005,TURB-001
2024-06-01 00:37:00,2.6217,TURB-001
2024-06-01 00:37:30,2.3339,TURB-001
2024-06-01 00:38:00,2.1558,TURB-001
2024-06-01 00:38:30,2.3734,TURB-001
2024-06-01 00:39:00,2.7952,TURB-001
2024-06-01 00:39:30,2.445,TURB-001
2024-06-01 00:40:00,2.3523,TURB-001
2024-06-01 00:40:30,2.5031,TURB-001
2024-06-01 00:41:00,2.1839,TURB-001
2024-06-01 00:41:30,2.3201,TURB-001
2024-06-01 00:42:00,2.0503,TURB-001
2024-06-01 00:42:30,1.6251,TURB-001
2024-06-01 00:43:00,2.3819,TURB-001
2024-06-01 00:43:30,2.3828,TURB-001
2024-06-01 00:44:00,2.1285,TURB-001
2024-06-01 00:44:30,2.6573,TURB-001
2024-06-01 00:45:00,1.9538,TURB-001
2024-06-01 00:45:30,1.5333,TURB-001
2024-06-01 00:46:00,1.9625,TURB-001
2024-06-01 00:46:30,1.6244,TURB-001
2024-06-01 00:47:00,2.3755,TURB-001
2024-06-01 00:47:30,1.9389,TURB-001
2024-06-01 00:48:00,2.633,TURB-001
2024-06-01 00:48:30,2.6241,TURB-001
2024-06-01 00:49:00,1.8681,TURB-001
2024-06-01 00:49:30,1.9143,TURB-001
2024-06-01 00:50:00,2.4508,TURB-001
2024-06-01 00:50:30,2.6284,TURB-001
2024-06-01 00:51:00,1.4309,TURB-001
2024-06-01 00:51:30,2.3481,TURB-001
2024-06-01 00:52:00,1.3559,TURB-001
2024-06-01 00:52:30,2.015,TURB-001
2024-06-01 00:53:00,2.6714,TURB-001
2024-06-01 00:53:30,3.4373,TURB-001
2024-06-01 00:54:00,2.1374,TURB-001
2024-06-01 00:54:30,1.7336,TURB-001
2024-06-01 00:55:00,2.0266,TURB-001
2024-06-01 00:55:30,2.2579,TURB-001
2024-06-01 00:56:00,1.9629,TURB-001
2024-06-01 00:56:30,1.8606,TURB-001
2024-06-01 00:57:00,2.0593,TURB-001
2024-06-01 00:57:30,2.3878,TURB-001
2024-06-01 00:58:00,2.1613,TURB-001
2024-06-01 00:58:30,1.876,TURB-001
2024-06-01 00:59:00,1.9601,TURB-001
2024-06-01 00:59:30,2.0622,TURB-001
2024-06-01 01:00:00,1.8275,TURB-001
2024-06-01 01:00:30,1.944,TURB-001
2024-06-01 01:01:00,2.4838,TURB-001
2024-06-01 01:01:30,2.1338,TURB-001
2024-06-01 01:02:00,1.5241,TURB-001
2024-06-01 01:02:30,2.635,TURB-001
2024-06-01 01:03:00,2.3913,TURB-001
2024-06-01 01:03:30,1.6709,TURB-001
2024-06-01 01:04:00,2.0776,TURB-001
2024-06-01 01:04:30,1.9065,TURB-001
2024-06-01 01:05:00,2.4937,TURB-001
2024-06-01 01:05:30,2.0739,TURB-001
2024-06-01 01:06:00,2.193,TURB-001
2024-06-01 01:06:30,2.146,TURB-001
2024-06-01 01:07:00,1.6292,TURB-001
2024-06-01 01:07:30,2.7831,TURB-001
2024-06-01 01:08:00,2.4854,TURB-001
2024-06-01 01:08:30,1.9212,TURB-001
2024-06-01 01:09:00,2.2965,TURB-001
2024-06-01 01:09:30,2.609,TURB-001
2024-06-01 01:10:00,2.2413,TURB-001
2024-06-01 01:10:30,2.8413,TURB-001
2024-06-01 01:11:00,3.3854,TURB-001
2024-06-01 01:11:30,2.1674,TURB-001
2024-06-01 01:12:00,1.9845,TURB-001
2024-06-01 01:12:30,1.8214,TURB-001
2024-06-01 01:13:00,1.3313,TURB-001
2024-06-01 01:13:30,2.7157,TURB-001
2024-06-01 01:14:00,2.0747,TURB-001
2024-06-01 01:14:30,2.5659,TURB-001
2024-06-01 01:15:00,2.646,TURB-001
2024-06-01 01:15:30,1.7826,TURB-001
2024-06-01 01:16:00,,TURB-001
2024-06-01 01:16:30,2.9122,TURB-001
2024-06-01 01:17:00,2.186,TURB-001
2024-06-01 01:17:30,1.9496,TURB-001
2024-06-01 01:18:00,1.7953,TURB-001
2024-06-01 01:18:30,2.1565,TURB-001
2024-06-01 01:19:00,2.8159,TURB-001
2024-06-01 01:19:30,2.4866,TURB-001
2024-06-01 01:20:00,2.2849,TURB-001
2024-06-01 01:20:30,2.8473,TURB-001
2024-06-01 01:21:00,2.7699,TURB-001
2024-06-01 01:21:30,2.3449,TURB-001
2024-06-01 01:22:00,3.3214,TURB-001
2024-06-01 01:22:30,2.1117,TURB-001
2024-06-01 01:23:00,2.6496,TURB-001
2024-06-01 01:23:30,2.0529,TURB-001
2024-06-01 01:24:00,2.571,TURB-001
2024-06-01 01:24:30,2.1102,TURB-001
2024-06-01 01:25:00,2.3939,TURB-001
2024-06-01 01:25:30,3.1651,TURB-001
2024-06-01 01:26:00,2.5895,TURB-001
2024-06-01 01:26:30,2.3993,TURB-001
2024-06-01 01:27:00,1.8984,TURB-001
2024-06-01 01:27:30,2.2833,TURB-001
2024-06-01 01:28:00,1.8046,TURB-001
2024-06-01 01:28:30,2.5623,TURB-001
2024-06-01 01:29:00,2.5521,TURB-001
2024-06-01 01:29:30,2.1352,TURB-001
2024-06-01 01:30:00,2.8723,TURB-001
2024-06-01 01:30:30,2.8158,TURB-001
2024-06-01 01:31:00,2.2663,TURB-001
2024-06-01 01:31:30,2.4324,TURB-001
2024-06-01 01:32:00,1.9706,TURB-001
2024-06-01 01:32:30,2.0969,TURB-001
2024-06-01 01:33:00,1.7743,TURB-001
2024-06-01 01:33:30,2.014,TURB-001
2024-06-01 01:34:00,2.1634,TURB-001
2024-06-01 01:34:30,1.5408,TURB-001
2024-06-01 01:35:00,2.4355,TURB-001
2024-06-01 01:35:30,2.6134,TURB-001
2024-06-01 01:36:00,-2.2941,TURB-001
2024-06-01 01:36:30,1.1253,TURB-001
2024-06-01 01:37:00,2.1028,TURB-001
2024-06-01 01:37:30,1.6465,TURB-001
2024-06-01 01:38:00,1.9598,TURB-001
2024-06-01 01:38:30,2.7843,TURB-001
2024-06-01 01:39:00,1.2296,TURB-001
2024-06-01 01:39:30,1.8767,TURB-001
2024-06-01 01:40:00,2.5349,TURB-001
2024-06-01 01:40:30,1.9221,TURB-001
2024-06-01 01:41:00,1.8914,TURB-001
2024-06-01 01:41:30,3.0156,TURB-001
2024-06-01 01:42:00,2.3538,TURB-001
2024-06-01 01:42:30,2.5761,TURB-001
2024-06-01 01:43:00,2.4001,TURB-001
2024-06-01 01:43:30,2.2668,TURB-001
2024-06-01 01:44:00,2.7076,TURB-001
2024-06-01 01:44:30,2.964,TURB-001
2024-06-01 01:45:00,1.5283,TURB-001
2024-06-01 01:45:30,2.1875,TURB-001
2024-06-01 01:46:00,2.1842,TURB-001
2024-06-01 01:46:30,2.0297,TURB-001
2024-06-01 01:47:00,2.5937,TURB-001
2024-06-01 01:47:30,2.3039,TURB-001
2024-06-01 01:48:00,2.9713,TURB-001
2024-06-01 01:48:30,2.6411,TURB-001
2024-06-01 01:49:00,2.7468,TURB-001
2024-06-01 01:49:30,1.7212,TURB-001
2024-06-01 01:50:00,1.8783,TURB-001
2024-06-01 01:50:30,1.9112,TURB-001
2024-06-01 01:51:00,2.7299,TURB-001
2024-06-01 01:51:30,1.8137,TURB-001
2024-06-01 01:52:00,1.8253,TURB-001
2024-06-01 01:52:30,1.7519,TURB-001
2024-06-01 01:53:00,3.3016,TURB-001
2024-06-01 01:53:30,2.1434,TURB-001
2024-06-01 01:54:00,,TURB-001
2024-06-01 01:54:30,1.744,TURB-001
2024-06-01 01:55:00,2.5839,TURB-001
2024-06-01 01:55:30,1.4907,TURB-001
2024-06-01 01:56:00,1.8085,TURB-001
2024-06-01 01:56:30,1.9075,TURB-001
2024-06-01 01:57:00,2.2876,TURB-001
2024-06-01 01:57:30,1.8828,TURB-001
2024-06-01 01:58:00,2.8096,TURB-001
2024-06-01 01:58:30,2.4013,TURB-001
2024-06-01 01:59:00,1.9242,TURB-001
2024-06-01 01:59:30,2.599,TURB-001
2024-06-01 02:00:00,2.0427,TURB-001
2024-06-01 02:00:30,1.9638,TURB-001
2024-06-01 02:01:00,2.5583,TURB-001
2024-06-01 02:01:30,1.2189,TURB-001
2024-06-01 02:02:00,2.494,TURB-001
2024-06-01 02:02:30,1.9148,TURB-001
2024-06-01 02:03:00,1.9142,TURB-001
2024-06-01 02:03:30,2.9833,TURB-001
2024-06-01 02:04:00,1.9876,TURB-001
2024-06-01 02:04:30,2.5825,TURB-001
2024-06-01 02:05:00,2.3119,TURB-001
2024-06-01 02:05:30,2.3534,TURB-001
2024-06-01 02:06:00,2.1001,TURB-001
2024-06-01 02:06:30,2.0792,TURB-001
2024-06-01 02:07:00,2.8116,TURB-001
2024-06-01 02:07:30,2.5726,TURB-001
2024-06-01 02:08:00,2.0006,TURB-001
2024-06-01 02:08:30,1.7822,TURB-001
2024-06-01 02:09:00,11.6919,TURB-001
2024-06-01 02:09:30,2.5933,TURB-001
2024-06-01 02:10:00,2.6722,TURB-001
2024-06-01 02:10:30,2.4228,TURB-001
2024-06-01 02:11:00,1.5542,TURB-001
2024-06-01 02:11:30,2.5025,TURB-001
2024-06-01 02:12:00,2.7225,TURB-001
2024-06-01 02:12:30,2.2706,TURB-001
2024-06-01 02:13:00,2.9932,TURB-001
2024-06-01 02:13:30,1.673,TURB-001
2024-06-01 02:14:00,2.4754,TURB-001
2024-06-01 02:14:30,1.7935,TURB-001
2024-06-01 02:15:00,2.6251,TURB-001
2024-06-01 02:15:30,2.447,TURB-001
2024-06-01 02:16:00,2.9225,TURB-001
2024-06-01 02:16:30,2.402,TURB-001
2024-06-01 02:17:00,2.0406,TURB-001
2024-06-01 02:17:30,2.0059,TURB-001
2024-06-01 02:18:00,2.1024,TURB-001
2024-06-01 02:18:30,1.9983,TURB-001
2024-06-01 02:19:00,2.7416,TURB-001
2024-06-01 02:19:30,2.7131,TURB-001
2024-06-01 02:20:00,1.6044,TURB-001
2024-06-01 02:20:30,2.2185,TURB-001
2024-06-01 02:21:00,2.2284,TURB-001
2024-06-01 02:21:30,1.891,TURB-001
2024-06-01 02:22:00,-3.7101,TURB-001
2024-06-01 02:22:30,2.7882,TURB-001
2024-06-01 02:23:00,2.5607,TURB-001
2024-06-01 02:23:30,2.743,TURB-001
2024-06-01 02:24:00,1.917,TURB-001
2024-06-01 02:24:30,-6.3527,TURB-001
2024-06-01 02:25:00,1.8985,TURB-001
2024-06-01 02:25:30,2.3007,TURB-001
2024-06-01 02:26:00,2.3369,TURB-001
2024-06-01 02:26:30,2.5893,TURB-001
2024-06-01 02:27:00,2.7309,TURB-001
2024-06-01 02:27:30,2.4813,TURB-001
2024-06-01 02:28:00,1.8619,TURB-001
2024-06-01 02:28:30,1.6653,TURB-001
2024-06-01 02:29:00,2.4144,TURB-001
2024-06-01 02:29:30,2.8068,TURB-001
2024-06-01 02:30:00,2.1969,TURB-001
2024-06-01 02:30:30,1.5961,TURB-001
2024-06-01 02:31:00,3.0412,TURB-001
2024-06-01 02:31:30,2.4033,TURB-001
2024-06-01 02:32:00,2.2762,TURB-001
2024-06-01 02:32:30,1.7408,TURB-001
2024-06-01 02:33:00,2.2148,TURB-001
2024-06-01 02:33:30,2.4833,TURB-001
2024-06-01 02:34:00,2.41,TURB-001
2024-06-01 02:34:30,1.9371,TURB-001
2024-06-01 02:35:00,2.1865,TURB-001
2024-06-01 02:35:30,1.9632,TURB-001
2024-06-01 02:36:00,2.8755,TURB-001
2024-06-01 02:36:30,2.5681,TURB-001
2024-06-01 02:37:00,2.0007,TURB-001
2024-06-01 02:37:30,1.7433,TURB-001
2024-06-01 02:38:00,2.3221,TURB-001
2024-06-01 02:38:30,2.0141,TURB-001
2024-06-01 02:39:00,2.0442,TURB-001
2024-06-01 02:39:30,1.7578,TURB-001
2024-06-01 02:40:00,1.8076,TURB-001
2024-06-01 02:40:30,2.2775,TURB-001
2024-06-01 02:41:00,2.106,TURB-001
2024-06-01 02:41:30,3.2117,TURB-001
2024-06-01 02:42:00,2.4511,TURB-001
2024-06-01 02:42:30,1.753,TURB-001
2024-06-01 02:43:00,1.5998,TURB-001
2024-06-01 02:43:30,2.3736,TURB-001
2024-06-01 02:44:00,2.056,TURB-001
2024-06-01 02:44:30,2.7476,TURB-001
2024-06-01 02:45:00,2.3281,TURB-001
2024-06-01 02:45:30,1.4227,TURB-001
2024-06-01 02:46:00,1.8083,TURB-001
2024-06-01 02:46:30,1.9463,TURB-001
2024-06-01 02:47:00,2.3936,TURB-001
2024-06-01 02:47:30,1.796,TURB-001
2024-06-01 02:48:00,2.2786,TURB-001
2024-06-01 02:48:30,1.6834,TURB-001
